userID,top,top score,top ratio,p / n,p n score,p n ratio,anger,anticip,disgust,fear,joy,n,p,sad,sur,trust,sum emotions,total tweets,no of active days,no. of times night,least 1,least 2,least 3,least 4,least 5,least 6,least 7,most 1,most 2,most 3,most 4,most 5,most 6,most 7
anonymous124,joy,255,0.139344262,p,503,0.274863388,0.041,0.099,0.039,0.062,0.139344262,0.1,0.274863388,0.062,0.042,0.138,0.99720765,425,58,105,1,1,1,1,2,2,2,22,21,20,16,15,15,14
anonymous125,joy,32,0.17679558,p,62,0.342541436,0.022,0.099,0.016,0.038,0.17679558,0.099,0.342541436,0.088,0.06,0.055,0.996337017,27,20,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1
anonymous126,joy,184,0.135994087,p,377,0.278640059,0.059,0.104,0.036,0.067,0.135994087,0.103,0.278640059,0.052,0.045,0.116,0.996634146,250,54,27,1,1,1,1,1,1,1,12,11,10,10,9,9,9
anonymous127,anticip,82,0.150458716,p,157,0.288073394,0.034,0.150458716,0.014,0.047,0.146,0.069,0.288073394,0.033,0.066,0.148,0.99553211,152,43,21,1,1,1,1,1,1,1,10,8,8,8,8,7,7
anonymous128,anger,65,0.10998308,n,139,0.235194585,0.10998308,0.045,0.125,0.111,0.033,0.235194585,0.131,0.099,0.028,0.077,0.994177665,253,42,86,1,1,1,1,1,1,2,24,21,20,16,13,13,12
anonymous129,trust,387,0.132944005,p,695,0.238749571,0.076,0.111,0.04,0.09,0.085,0.114,0.238749571,0.073,0.035,0.132944005,0.995693576,647,60,186,1,1,2,3,4,4,4,40,28,21,20,19,19,18
anonymous130,fear,173,0.122695035,n,264,0.187234043,0.097,0.087,0.05,0.122695035,0.058,0.187234043,0.157,0.078,0.045,0.113,0.994929078,721,59,103,1,1,2,2,3,3,3,31,31,28,27,27,26,26
anonymous131,fear,273,0.104798464,n,510,0.195777351,0.101,0.075,0.061,0.104798464,0.05,0.195777351,0.138,0.089,0.077,0.103,0.994575816,376,52,134,1,1,1,1,1,1,2,28,25,24,22,20,17,16
anonymous132,trust,374,0.114128776,n,636,0.194079951,0.101,0.08,0.064,0.101,0.064,0.194079951,0.169,0.075,0.034,0.114128776,0.996208727,558,44,111,1,1,1,2,2,2,2,54,42,36,33,30,26,26
anonymous133,trust,101,0.150074294,p,148,0.219910847,0.072,0.098,0.049,0.071,0.09,0.147,0.219910847,0.052,0.049,0.150074294,0.997985141,539,58,406,1,1,3,3,4,4,4,27,22,22,21,20,16,15
anonymous134,disgust,737,0.136078287,n,1335,0.246491876,0.081,0.067,0.136078287,0.071,0.05,0.246491876,0.129,0.073,0.042,0.098,0.993570162,1456,60,19,1,1,2,2,3,4,4,77,50,46,45,45,44,37
anonymous135,joy,187,0.228606357,p,233,0.284841076,0.018,0.173,0.014,0.042,0.228606357,0.041,0.284841076,0.024,0.014,0.156,0.995447433,273,59,41,1,2,2,2,2,2,2,11,10,8,8,7,7,7
anonymous136,trust,185,0.13367052,p,316,0.228323699,0.051,0.111,0.05,0.06,0.127,0.128,0.228323699,0.063,0.044,0.13367052,0.99599422,501,55,47,1,1,1,1,1,1,2,46,45,27,26,26,23,21
anonymous137,joy,132,0.117647059,p,237,0.211229947,0.064,0.09,0.055,0.067,0.117647059,0.145,0.211229947,0.085,0.047,0.114,0.995877005,252,49,26,1,1,1,1,1,1,2,21,17,11,10,9,9,8
anonymous138,anger,44,0.114882507,n,90,0.234986945,0.114882507,0.062,0.104,0.075,0.06,0.234986945,0.109,0.099,0.052,0.086,0.996869452,1800,57,251,2,2,5,6,7,8,9,72,71,71,68,62,61,55
anonymous139,trust,100,0.12254902,n,152,0.18627451,0.082,0.105,0.066,0.063,0.088,0.18627451,0.154,0.072,0.058,0.12254902,0.996823529,305,55,19,1,1,1,1,1,2,2,14,12,11,11,11,10,10
anonymous140,trust,171,0.125183016,n,254,0.185944363,0.083,0.09,0.073,0.08,0.066,0.185944363,0.177,0.073,0.042,0.125183016,0.995127379,1291,60,55,3,3,5,6,8,8,8,57,56,48,45,45,43,43
anonymous141,joy,413,0.185868587,p,569,0.256075608,0.038,0.134,0.035,0.044,0.185868587,0.053,0.256075608,0.045,0.057,0.149,0.996944194,410,59,62,1,2,2,2,2,2,2,26,22,17,16,16,14,12
anonymous142,trust,218,0.133333333,p,307,0.187767584,0.084,0.111,0.047,0.107,0.055,0.162,0.187767584,0.065,0.044,0.133333333,0.996100917,867,60,20,3,3,3,4,4,5,6,43,35,34,30,26,25,25
anonymous143,anger,142,0.133208255,n,210,0.196998124,0.133208255,0.072,0.085,0.075,0.048,0.196998124,0.181,0.075,0.03,0.1,0.996206379,590,58,35,1,1,2,2,2,2,2,33,29,27,26,25,22,22
anonymous144,anticip,88,0.138801262,p,128,0.201892744,0.059,0.138801262,0.036,0.066,0.107,0.119,0.201892744,0.074,0.077,0.118,0.996694006,460,60,7,1,1,2,2,2,2,3,17,17,16,15,15,14,14
anonymous145,trust,77,0.1203125,p,123,0.1921875,0.079,0.087,0.065,0.09,0.084,0.14,0.1921875,0.09,0.048,0.1203125,0.9955,234,46,34,1,1,1,1,1,1,1,24,20,13,12,12,12,11
anonymous146,trust,420,0.127776088,p,673,0.204745969,0.061,0.121,0.049,0.07,0.101,0.131,0.204745969,0.069,0.061,0.127776088,0.995522057,742,55,58,1,1,2,2,4,4,4,42,39,35,33,33,32,32
anonymous147,trust,230,0.16642547,p,315,0.227930535,0.046,0.13,0.037,0.068,0.121,0.099,0.227930535,0.056,0.046,0.16642547,0.997356006,207,47,28,1,1,1,1,1,1,1,17,15,14,13,12,10,10
anonymous148,anger,61,0.106271777,n,123,0.214285714,0.106271777,0.083,0.101,0.081,0.071,0.214285714,0.139,0.047,0.055,0.099,0.996557491,427,53,40,1,1,1,1,1,1,2,27,24,24,23,18,17,16
anonymous149,trust,55,0.125284738,p,90,0.20501139,0.061,0.084,0.056,0.093,0.086,0.157,0.20501139,0.084,0.045,0.125284738,0.996296128,120,36,12,1,1,1,1,1,1,1,21,11,7,7,6,6,5
anonymous150,joy,71,0.156732892,p,102,0.225165563,0.046,0.121,0.044,0.061,0.156732892,0.112,0.225165563,0.07,0.064,0.097,0.996898455,91,46,16,1,1,1,1,1,1,1,6,5,4,4,4,4,4
anonymous151,joy,312,0.221276596,p,420,0.29787234,0.071,0.058,0.055,0.043,0.221276596,0.107,0.29787234,0.041,0.017,0.085,0.996148936,409,59,3,1,2,2,2,2,2,2,18,16,15,14,14,12,12
anonymous152,trust,160,0.140969163,p,263,0.231718062,0.051,0.101,0.045,0.063,0.128,0.119,0.231718062,0.066,0.049,0.140969163,0.994687225,433,36,84,1,2,3,3,4,4,4,33,27,26,24,23,23,21
anonymous153,joy,37,0.187817259,p,63,0.319796954,0.025,0.137,0.01,0.025,0.187817259,0.065,0.319796954,0.035,0.045,0.147,0.996614213,26,26,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
anonymous154,trust,136,0.147826087,p,185,0.201086957,0.071,0.1119,0.04,0.11,0.086,0.13,0.201086957,0.071,0.027,0.147826087,0.995813043,82,54,13,1,1,1,1,1,1,1,4,3,3,3,3,3,3
anonymous155,trust,59,0.132882883,p,98,0.220720721,0.049,0.103,0.056,0.101,0.065,0.153,0.220720721,0.085,0.031,0.132882883,0.996603604,257,52,104,1,1,1,1,1,1,1,26,19,14,11,10,10,10
anonymous156,joy,420,0.173985087,p,628,0.26014913,0.031,0.153,0.019,0.039,0.173985087,0.06,0.26014913,0.042,0.068,0.149,0.995134217,808,60,94,1,1,2,2,3,4,4,33,31,30,30,28,26,26
anonymous157,anticip,76,0.131034483,p,141,0.243103448,0.063,0.131034483,0.044,0.055,0.117,0.118,0.243103448,0.053,0.048,0.124,0.996137931,103,51,36,1,1,1,1,1,1,1,7,5,5,4,4,4,3
anonymous158,joy,31,0.116541353,p,46,0.172932331,0.082,0.086,0.056,0.09,0.116541353,0.15,0.172932331,0.105,0.067,0.071,0.996473684,93,27,5,1,1,1,1,1,1,2,9,7,7,7,6,6,5
anonymous159,trust,87,0.131618759,p,154,0.232980333,0.059,0.093,0.031,0.099,0.102,0.14,0.232980333,0.081,0.025,0.131618759,0.994599092,117,45,0,1,1,1,1,1,1,1,7,6,6,6,5,4,4
anonymous160,joy,283,0.134250474,p,503,0.238614801,0.045,0.117,0.042,0.054,0.134250474,0.114,0.238614801,0.061,0.058,0.133,0.996865275,501,58,154,1,1,1,1,2,2,2,33,27,27,25,24,19,18
anonymous161,trust,614,0.134173941,p,415,0.198512771,0.09,0.101,0.047,0.076,0.071,0.156,0.198512771,0.072,0.05,0.134173941,0.995686712,469,54,47,1,1,2,2,2,2,2,28,27,25,25,20,17,16
anonymous162,anger,423,0.114448052,n,691,0.186958874,0.114448052,0.076,0.076,0.092,0.063,0.186958874,0.164,0.079,0.045,0.1,0.996406926,860,60,105,2,2,3,3,4,5,5,39,36,35,28,27,27,26
anonymous163,trust,121,0.127771911,p,178,0.187961985,0.089,0.086,0.062,0.072,0.088,0.155,0.187961985,0.069,0.059,0.127771911,0.995733897,553,58,8,1,1,1,1,1,2,2,31,28,27,21,21,19,17
anonymous164,fear,205,0.121733967,p,335,0.198931116,0.095,0.084,0.041,0.121733967,0.085,0.144,0.198931116,0.073,0.034,0.121,0.997665083,275,56,91,1,1,1,1,1,1,2,16,16,13,13,10,9,9
anonymous165,joy,545,0.161673094,p,786,0.233165233,0.031,0.148,0.024,0.041,0.161673094,0.048,0.233165233,0.12,0.117,0.071,0.994838327,661,59,160,1,2,3,3,3,4,5,41,40,25,24,24,24,22
anonymous166,disgust,41,0.120943953,n,62,0.182890855,0.085,0.073,0.120943953,0.082,0.061,0.182890855,0.156,0.091,0.05,0.094,0.995834808,101,30,0,1,1,1,1,1,1,1,29,14,10,5,4,3,3
anonymous167,trust,37,0.191709845,p,45,0.233160622,0,0.082,0.108,0.005,0.139,0.165,0.233160622,0.051,0.02,0.191709845,0.994870466,26,18,1,1,1,1,1,1,1,1,3,3,2,2,2,2,1
anonymous168,anger,308,0.121355398,n,567,0.223404255,0.121355398,0.074,0.096,0.076,0.068,0.223404255,0.138,0.082,0.036,0.081,0.995759653,928,60,164,2,3,4,4,5,5,5,51,45,44,31,30,30,29
anonymous169,joy,127,0.303827751,p,163,0.389952153,0,0.141,0,0,0.303827751,0,0.389952153,0.088,0,0.076,0.998779904,46,43,4,1,1,1,1,1,1,1,3,2,1,1,1,1,1
anonymous170,anticip,21,0.223404255,p,22,0.234042553,0.0106,0.223404255,0.042,0.021,0.212,0.074,0.234042553,0.021,0.053,0.106,0.997046809,37,23,1,1,1,1,1,1,1,1,4,3,3,3,2,2,2
anonymous171,joy,30,0.170454545,p,70,0.397727273,0,0.164,0.045,0,0.170454545,0.017,0.397727273,0.051,0.011,0.142,0.998181818,85,33,14,1,1,1,1,1,1,1,12,9,6,5,5,4,4
anonymous172,joy,219,0.212621359,p,323,0.313592233,0.017,0.157,0.016,0.02,0.212621359,0.051,0.313592233,0.023,0.071,0.115,0.996213592,235,47,99,1,1,1,1,1,1,1,15,14,14,12,12,11,11
anonymous173,joy,50,0.189393939,p,67,0.253787879,0.03,0.143,0.003,0.045,0.189393939,0.102,0.253787879,0.022,0.064,0.143,0.995181818,52,52,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
anonymous174,joy,105,0.227765727,p,135,0.292841649,0.01,0.171,0,0.023,0.227765727,0.028,0.292841649,0.173,0.073,0.154,1.152607375,38,36,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1
anonymous175,joy,93,0.186,p,158,0.316,0.026,0.176,0.008,0.024,0.186,0.04,0.316,0.038,0.082,0.104,1,133,56,5,1,2,2,2,2,2,2,11,4,4,3,3,3,3
anonymous176,joy,127,0.173260573,p,244,0.332878581,0.06,0.158,0.01,0.065,0.173260573,0.03,0.332878581,0.019,0.027,0.122,0.997139154,118,52,5,1,1,1,1,1,1,1,5,5,5,4,4,4,4
anonymous177,joy,162,0.216288385,p,252,0.336448598,0.014,0.125,0.01,0.03,0.216288385,0.02,0.336448598,0.017,0.068,0.16,0.996736983,189,60,16,1,1,1,1,1,1,1,8,7,6,6,6,6,6
anonymous178,joy,75,0.144508671,p,113,0.217726397,0.084,0.129,0.046,0.05,0.144508671,0.111,0.217726397,0.04,0.057,0.117,0.996235067,205,51,112,1,1,1,1,1,1,1,20,19,12,9,8,8,7
anonymous179,joy,116,0.153846154,p,251,0.332891247,0.027,0.131,0.014,0.046,0.153846154,0.053,0.332891247,0.031,0.057,0.151,0.996737401,235,53,78,1,1,1,1,1,1,1,14,12,12,10,9,9,9
anonymous180,joy,104,0.137022398,p,209,0.275362319,0.042,0.131,0.035,0.069,0.137022398,0.1,0.275362319,0.044,0.048,0.114,0.995384717,138,56,13,1,1,1,1,1,1,1,6,5,5,4,4,4,4
anonymous181,joy,40,0.203045685,p,61,0.30964467,0.02,0.126,0.025,0.01,0.203045685,0.045,0.30964467,0.015,0.071,0.172,0.996690355,32,25,2,1,1,1,1,1,1,1,3,2,2,2,2,2,1
anonymous182,joy,172,0.196796339,p,245,0.280320366,0.03,0.149,0.018,0.036,0.196796339,0.062,0.280320366,0.043,0.075,0.105,0.995116705,397,60,18,1,1,1,1,1,1,2,27,24,21,16,14,13,11
anonymous183,joy,62,0.215277778,p,115,0.399305556,0.027,0.069,0.027,0.013,0.215277778,0.052,0.399305556,0.034,0.034,0.125,0.995583333,68,34,7,1,1,1,1,1,1,1,5,5,4,4,4,3,3
anonymous184,joy,109,0.286089239,p,178,0.467191601,0.007,0.036,0.002,0.031,0.286089239,0.055,0.467191601,0.02,0.026,0.065,0.99528084,82,53,2,1,1,1,1,1,1,1,3,3,2,2,2,2,2
anonymous185,joy,102,0.167487685,p,184,0.302134647,0.018,0.119,0.018,0.047,0.167487685,0.072,0.302134647,0.049,0.054,0.151,0.997622332,114,57,0,1,1,1,1,1,1,1,6,4,3,3,3,3,3
anonymous186,trust,37,0.168181818,p,74,0.336363636,0.013,0.154,0.013,0.036,0.154,0.045,0.336363636,0.013,0.063,0.168181818,0.995545455,63,33,13,1,1,1,1,1,1,1,5,4,4,3,3,3,3
anonymous187,joy,544,0.249541284,p,635,0.291284404,0.002,0.155,0.001,0.064,0.249541284,0.006,0.291284404,0.003,0.005,0.219,0.995825688,81,57,41,1,1,1,1,1,1,1,14,2,2,2,2,2,2
anonymous188,joy,182,0.230379747,p,259,0.327848101,0.018,0.122,0.011,0.025,0.230379747,0.034,0.327848101,0.021,0.058,0.149,0.996227848,130,58,10,1,1,1,1,1,1,1,4,4,4,4,4,4,4
anonymous189,joy,34,0.186813187,p,55,0.302197802,0.038,0.115,0.01,0.032,0.186813187,0.071,0.302197802,0.027,0.06,0.153,0.995010989,47,36,5,1,1,1,1,1,1,1,3,3,3,2,2,2,2
anonymous190,joy,215,0.232936078,p,306,0.331527627,0.02,0.158,0.011,0.018,0.232936078,0.033,0.331527627,0.024,0.054,0.113,0.995463705,178,58,27,1,1,1,1,1,1,1,12,11,9,7,6,6,5
anonymous191,trust,29,0.132420091,p,64,0.292237443,0.045,0.082,0.031,0.073,0.118,0.105,0.292237443,0.059,0.059,0.132420091,0.996657534,37,24,1,1,1,1,1,1,1,1,4,3,2,2,2,2,2
anonymous192,trust,216,0.186689715,p,349,0.301642178,0.022,0.106,0.012,0.049,0.186,0.049,0.301642178,0.038,0.046,0.186689715,0.996331893,188,59,12,1,1,1,1,1,1,2,6,6,6,6,5,5,5
anonymous193,trust,306,0.118881119,p,593,0.23038073,0.08,0.085,0.05,0.067,0.089,0.155,0.23038073,0.077,0.045,0.118881119,0.997261849,632,60,12,1,1,3,3,3,4,4,32,28,27,26,25,19,18
anonymous194,joy,123,0.175213675,p,193,0.274928775,0.048,0.111,0.031,0.027,0.175213675,0.068,0.274928775,0.035,0.094,0.133,0.99714245,101,42,19,1,1,1,1,1,1,1,16,6,5,5,4,4,4
anonymous195,joy,48,0.219178082,p,59,0.269406393,0.018,0.168,0.004,0.036,0.219178082,0.068,0.269406393,0.022,0.041,0.15,0.995584475,39,31,6,1,1,1,1,1,1,1,4,2,2,2,2,2,1
anonymous196,trust,35,0.141700405,p,81,0.327935223,0.016,0.076,0.004,0.06,0.129,0.109,0.327935223,0.101,0.032,0.141700405,0.996635628,42,27,13,1,1,1,1,1,1,1,5,4,3,3,2,2,2
anonymous197,trust,469,0.172363102,p,728,0.267548695,0.042,0.125,0.025,0.047,0.144,0.079,0.267548695,0.038,0.057,0.172363102,0.996911797,683,52,175,2,2,2,4,4,4,4,35,31,29,28,26,22,21
anonymous198,joy,23,0.261363636,p,37,0.420454545,0,0.125,0,0.011,0.261363636,0.011,0.420454545,0.011,0.032,0.125,0.996818182,20,15,2,1,1,1,1,1,1,1,3,2,2,2,1,1,1
anonymous199,joy,242,0.237022527,p,393,0.384916748,0.014,0.109,0.008,0.014,0.237022527,0.026,0.384916748,0.026,0.062,0.114,0.994939275,134,54,3,1,1,1,1,1,1,1,7,5,5,5,4,4,4
anonymous200,joy,141,0.176470588,p,272,0.340425532,0.016,0.135,0.012,0.028,0.176470588,0.036,0.340425532,0.025,0.052,0.176,0.99689612,111,53,12,1,1,1,1,1,1,1,5,4,4,3,3,3,3
anonymous201,joy,105,0.174418605,p,160,0.265780731,0.014,0.149,0.028,0.054,0.174418605,0.088,0.265780731,0.061,0.064,0.098,0.996199336,101,51,13,1,1,1,1,1,1,1,6,4,4,3,3,3,3
anonymous202,trust,156,0.18705036,p,298,0.357314149,0.029,0.141,0.01,0.021,0.116,0.045,0.357314149,0.017,0.071,0.18705036,0.994364508,378,53,42,1,1,1,2,2,3,3,31,18,15,14,14,14,12
anonymous203,trust,257,0.125857003,p,482,0.221351616,0.067,0.09,0.046,0.075,0.121,0.136,0.221351616,0.07,0.044,0.125857003,0.996208619,877,58,183,1,2,2,3,3,3,3,44,37,34,33,32,31,31
anonymous204,joy,62,0.20735786,p,91,0.304347826,0.033,0.11,0.02,0.053,0.20735786,0.076,0.304347826,0.02,0.033,0.14,0.996705686,70,33,16,1,1,1,1,1,1,1,6,5,4,4,3,3,3
anonymous205,joy,34,0.237762238,p,39,0.272727273,0.034,0.09,0.034,0.006,0.237762238,0.076,0.272727273,0.083,0.076,0.083,0.99248951,22,15,4,1,1,1,1,1,1,1,6,2,2,1,1,1,1
anonymous206,trust,27,0.156976744,p,52,0.302325581,0.11,0.127,0.017,0.104,0.069,0.058,0.302325581,0.029,0.023,0.156976744,0.996302326,31,24,5,1,1,1,1,1,1,1,3,2,2,2,2,2,1
anonymous207,joy,84,0.308823529,p,123,0.452205882,0.022,0.044,0.011,0.029,0.308823529,0.029,0.452205882,0.018,0.025,0.058,0.997029412,77,43,26,1,1,1,1,1,1,1,6,5,5,4,4,4,3
anonymous208,joy,22,0.178861789,p,31,0.25203252,0.04,0.13,0.024,0.04,0.178861789,0.097,0.25203252,0.065,0.048,0.121,0.995894309,37,25,5,1,1,1,1,1,1,1,4,3,2,2,2,2,2
anonymous209,joy,143,0.319196429,p,160,0.357142857,0.0133,0.118,0.0111,0.008,0.319196429,0.026,0.357142857,0.02,0.033,0.091,0.996739286,52,14,13,1,1,1,1,1,2,2,12,8,7,5,4,4,3
anonymous210,joy,158,0.158,p,297,0.297,0.032,0.097,0.03,0.053,0.158,0.09,0.297,0.052,0.059,0.132,1,224,57,9,1,1,1,1,1,1,1,18,15,11,9,9,7,7
anonymous211,joy,45,0.28125,p,76,0.475,0.0125,0.0625,0,0.00625,0.2812,0.01875,0.475,0.01875,0.03125,0.09375,0.99995,33,24,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
anonymous212,joy,3,0.166666667,p,11,0.611111111,0,0.055,0,0,0.166666667,0,0.611111111,0,0,0.166,0.998777778,36,34,0,1,1,1,1,1,1,1,2,2,1,1,1,1,1
anonymous213,joy,37,0.126279863,p,89,0.303754266,0.064,0.109,0.023,0.051,0.126279863,0.116,0.303754266,0.058,0.051,0.095,0.99703413,61,24,4,1,1,1,1,1,1,1,13,6,5,4,4,3,3
anonymous214,joy,41,0.213541667,p,64,0.333333333,0.015,0.161,0.005,0.01,0.213541667,0.052,0.333333333,0.005,0.036,0.166,0.996875,50,37,0,1,1,1,1,1,1,1,3,3,2,2,2,2,2
anonymous215,joy,97,0.292168675,p,87,0.262048193,0.003,0.156,0.057,0.024,0.292168675,0.033,0.262048193,0.006,0.039,0.126,0.998216867,34,19,2,1,1,1,1,1,1,1,6,5,4,3,2,1,1
anonymous216,joy,86,0.162570888,p,159,0.300567108,0.035,0.126,0.024,0.049,0.162570888,0.073,0.300567108,0.047,0.041,0.137,0.995137996,121,40,8,1,1,1,1,1,1,1,6,6,5,5,5,5,4
anonymous217,joy,82,0.257861635,p,110,0.34591195,0,0.128,0.009,0.003,0.257861635,0.025,0.34591195,0.009,0.066,0.154,0.997773585,59,42,24,1,1,1,1,1,1,1,4,3,3,2,2,2,2
anonymous218,joy,70,0.229508197,p,94,0.308196721,0.009,0.147,0.003,0.016,0.229508197,0.049,0.308196721,0.032,0.055,0.147,0.995704918,44,28,14,1,1,1,1,1,1,1,5,3,3,3,3,2,2
anonymous219,joy,30,0.175438596,p,36,0.210526316,0.029,0.116,0.052,0.076,0.175438596,0.105,0.210526316,0.07,0.046,0.116,0.995964912,16,15,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1
anonymous220,joy,29,0.266055046,p,39,0.357798165,0.018,0.238,0.009,0.018,0.266055046,0.045,0.357798165,0.018,0.009,0.018,0.996853211,18,14,3,1,1,1,1,1,1,1,2,2,2,2,1,1,1
anonymous221,joy,191,0.212222222,p,278,0.308888889,0.031,0.095,0.013,0.035,0.212222222,0.06,0.308888889,0.036,0.076,0.13,0.997111111,191,57,36,1,1,1,1,1,1,1,11,10,9,9,8,7,7
anonymous222,joy,111,0.239740821,p,168,0.362850972,0.023,0.09,0.01,0.019,0.239740821,0.058,0.362850972,0.023,0.049,0.12,0.994591793,94,55,4,1,1,1,1,1,1,1,5,3,3,3,3,3,2
anonymous223,joy,88,0.2,p,133,0.302272727,0.036,0.134,0.015,0.022,0.2,0.056,0.302272727,0.05,0.061,0.12,0.996272727,151,31,42,1,1,1,1,1,1,1,17,16,11,9,9,9,9
anonymous224,joy,288,0.126537786,p,401,0.176186292,0.071,0.068,0.073,0.108,0.126537786,0.13,0.176186292,0.123,0.063,0.057,0.995724077,682,34,62,1,1,1,2,2,5,6,69,45,42,40,37,35,30
anonymous225,anticip,55,0.185328185,p,48,0.212355212,0.065,0.212355212,0.03,0.054,0.138,0.115,0.185328185,0.034,0.073,0.088,0.994683398,97,50,1,1,1,1,1,1,1,1,13,8,6,4,3,3,3
anonymous226,joy,98,0.269230769,p,117,0.321428571,0.01,0.178,0.01,0.024,0.269230769,0.03,0.321428571,0.016,0.063,0.074,0.995659341,42,32,10,1,1,1,1,1,1,1,2,2,2,2,2,2,2
anonymous227,joy,20,0.277777778,p,40,0.555555556,0,0.055,0,0.027,0.277777778,0.027,0.555555556,0,0.041,0.013,0.996333333,19,17,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1
anonymous228,joy,317,0.218922652,p,508,0.350828729,0.033,0.127,0.02,0.025,0.218922652,0.045,0.350828729,0.019,0.038,0.12,0.996751381,204,56,15,1,1,1,1,1,1,1,9,9,8,8,7,7,7
anonymous229,anticip,156,0.149425287,p,251,0.240421456,0.049,0.149425287,0.024,0.046,0.134,0.105,0.240421456,0.048,0.059,0.14,0.994846743,451,54,114,1,1,1,1,1,1,1,35,26,25,23,23,21,18
anonymous230,joy,246,0.24501992,p,324,0.322709163,0.003,0.115,0.042,0.048,0.24501992,0.045,0.322709163,0.006,0.056,0.111,0.993729084,81,60,63,1,1,1,1,1,1,1,4,3,3,2,2,2,2
anonymous231,anticip,54,0.165137615,p,90,0.275229358,0.039,0.165137615,0.003,0.036,0.155,0.073,0.275229358,0.051,0.079,0.119,0.995366972,173,48,3,1,1,1,1,1,1,1,13,13,10,7,7,7,7
anonymous232,joy,48,0.167247387,p,76,0.264808362,0.048,0.114,0.024,0.052,0.167247387,0.08,0.264808362,0.045,0.055,0.146,0.996055749,62,29,15,1,1,1,1,1,1,1,7,5,5,4,3,3,3
anonymous233,anticip,32,0.147465438,p,43,0.198156682,0.064,0.147465438,0.018,0.064,0.124,0.129,0.198156682,0.087,0.05,0.115,0.99662212,77,46,14,1,1,1,1,1,1,1,4,4,3,3,3,3,3
anonymous234,joy,31,0.206666667,p,43,0.286666667,0.02,0.113,0.053,0.02,0.206666667,0.046,0.286666667,0.073,0.06,0.12,0.998333333,24,16,4,1,1,1,1,1,1,1,4,3,2,2,1,1,1
anonymous235,joy,17,0.147826087,p,40,0.347826087,0.052,0.113,0.017,0.069,0.147826087,0.078,0.347826087,0.06,0.008,0.104,0.996652174,45,26,0,1,1,1,1,1,1,1,6,5,4,2,2,2,2
anonymous236,trust,63,0.186390533,p,126,0.372781065,0.008,0.142,0.008,0.011,0.18,0.026,0.372781065,0.008,0.053,0.186390533,0.995171598,71,32,21,1,1,1,1,1,1,1,7,6,4,3,3,3,3
anonymous237,joy,173,0.302977233,p,220,0.385288967,0.003,0.11,0.001,0.007,0.302977233,0.021,0.385288967,0.024,0.029,0.113,0.9962662,107,45,20,1,1,1,1,1,1,1,6,5,5,4,4,4,4
anonymous238,joy,118,0.193760263,p,180,0.295566502,0.042,0.118,0.022,0.037,0.193760263,0.054,0.295566502,0.052,0.055,0.126,0.995326765,151,49,21,1,1,1,1,1,1,1,12,7,7,7,6,5,5
anonymous239,joy,85,0.150976909,p,131,0.23268206,0.04,0.138,0.024,0.063,0.133,0.088,0.23268206,0.056,0.069,0.150976909,0.99465897,318,57,20,1,1,1,1,1,1,1,36,35,17,15,11,11,9
anonymous240,joy,185,0.144644253,p,349,0.272869429,0.062,0.089,0.04,0.065,0.144644253,0.115,0.272869429,0.047,0.06,0.1,0.995513683,170,53,11,1,1,1,1,1,1,1,39,10,8,8,7,6,6
anonymous241,anticip,66,0.142548596,p,140,0.30237581,0.032,0.142548596,0.023,0.045,0.138,0.097,0.30237581,0.058,0.06,0.099,0.996924406,84,60,14,1,1,1,1,1,1,1,3,3,3,3,2,2,2
anonymous242,joy,156,0.182242991,p,238,0.278037383,0.026,0.147,0.025,0.039,0.182242991,0.073,0.278037383,0.039,0.047,0.139,0.995280374,84,45,16,1,1,1,1,1,1,1,4,4,3,2,2,2,2
anonymous243,joy,227,0.176791277,p,378,0.294392523,0.045,0.13,0.017,0.033,0.176791277,0.066,0.294392523,0.038,0.044,0.152,0.996183801,225,60,31,1,1,2,2,2,2,2,10,8,7,7,7,6,6
anonymous244,trust,114,0.193220339,p,199,0.337288136,0.018,0.145,0.013,0.022,0.161,0.03,0.337288136,0.02,0.057,0.193220339,0.996508475,111,37,7,1,1,1,1,1,1,1,21,9,8,7,5,4,4
anonymous245,trust,44,0.196428571,p,65,0.290178571,0.022,0.116,0.031,0.053,0.138,0.071,0.290178571,0.044,0.035,0.196428571,0.996607143,122,49,5,1,1,1,1,1,1,1,7,5,5,5,5,4,4
anonymous246,trust,298,0.124842899,p,718,0.300795978,0.049,0.111,0.025,0.056,0.121,0.1,0.300795978,0.051,0.059,0.124842899,0.997638877,865,60,18,2,2,3,3,3,3,3,84,50,40,39,38,37,37
anonymous247,joy,15,0.2,p,20,0.266666667,0.04,0.186,0.026,0.026,0.2,0.066,0.266666667,0.026,0.08,0.08,0.996666667,20,13,6,1,1,1,1,1,1,1,4,2,2,2,2,1,1
anonymous248,joy,163,0.198055893,p,203,0.246658566,0.023,0.114,0.019,0.025,0.198055893,0.113,0.246658566,0.094,0.087,0.077,0.996714459,64,58,0,1,1,1,1,1,1,1,2,2,2,2,2,2,1
